year,region,country,permanent,temporary,irregular ,total,new_hires_2003,new_hires_2012
2011,West Asia,United Arab Emirates,1711,658348,19760,679819,-,-
2011,West Asia,Yemen,30,2154,50,2234,-,-
2011,Europe,Europe Total,405747,263605,139427,808779,-,-
2011,Europe,Albania,0,45,2,47,-,-
2011,Europe,Andorra,475,676,115,1266,-,-
2011,Europe,Armenia,0,29,0,29,-,-
2011,Europe,Austria,20616,2496,2000,25112,-,-
2011,Europe,Azerbaijan,308,1065,500,1873,-,-
2011,Europe,Balearic Islands,985,748,235,1968,-,-
2011,Europe,Belorussia (Belarus),0,25,0,25,-,-
2011,Europe,Belgium,6460,237,5000,11697,-,-
2011,Europe,Bosnia and Herzegovina,3,5,0,8,-,-
2011,Europe,Bulgaria,24,52,10,86,-,-
2011,Europe,Canary Island,0,1,0,1,-,-
2011,Europe,Croatia,16,80,0,96,-,-
2011,Europe,Cyprus,2707,17436,2100,22243,-,-
2011,Europe,Czech Republic,65,482,10,557,-,-
2011,Europe,Denmark,7096,3827,0,10923,-,-
2011,Europe,Estonia,1,21,0,22,-,-
2011,Europe,Finland,1767,482,10,2259,-,-
2011,Europe,France,8515,1006,41415,50936,-,-
2011,Europe,Georgia,5,194,70,269,-,-
2011,Europe,Germany,46237,8095,3030,57362,-,-
2011,Europe,Gibraltar,0,25,5,30,-,-
2011,Europe,Greece,101,46734,6000,52835,-,-
2011,Europe,Greenland,5,23,0,28,-,-
2011,Europe,Guadeloupe,0,1,0,1,-,-
2011,Europe,Guernsey,0,1,0,1,-,-
2011,Europe,Hungary,79,95,10,184,-,-
2011,Europe,Iceland,963,688,10,1661,-,-
2011,Europe,Ireland,5186,6583,3000,14769,-,-
2011,Europe,Isle of Man,0,46,0,46,-,-
2011,Europe,Italy,50001,99817,34820,184638,-,-
2011,Europe,Jersey,0,7,0,7,-,-
2011,Europe,Kosovo,0,3,0,3,-,-
2011,Europe,Latvia,6,0,0,6,-,-
2011,Europe,Liechtenstein,11,41,30,82,-,-
2011,Europe,Lithuania,2,4,0,6,-,-
2011,Europe,Luxembourg,501,247,400,1148,-,-
2011,Europe,Macedonia,0,61,0,61,-,-
2011,Europe,Malta,9,597,20,626,-,-
2011,Europe,Moldova,0,7,0,7,-,-
2011,Europe,Monaco,210,95,500,805,-,-
2011,Europe,Montenegro,2,3,0,5,-,-
2011,Europe,Netherlands,15842,2930,1500,20272,-,-
2011,Europe,Norway,17927,4770,0,22697,-,-
2011,Europe,Poland,69,431,20,520,-,-
2011,Europe,Portugal,637,1603,800,3040,-,-
2011,Europe,Romania,18,716,20,754,-,-
2011,Europe,Reunion,0,2,0,2,-,-
2011,Europe,Russian Federation,10,2204,500,2714,-,-
2011,Europe,San Marino,0,28,5,33,-,-
2011,Europe,Serbia,10,37,5,52,-,-
2011,Europe,Slovak Republic,19,22,0,41,-,-
2011,Europe,Slovenia,53,28,5,86,-,-
2011,Europe,Spain ,34969,12816,4175,51960,-,-
2011,Europe,Sweden,10108,2019,3000,15127,-,-
2011,Europe,Switzerland,12979,4767,1130,18876,-,-
2011,Europe,Turkey,744,899,3950,5593,-,-
2011,Europe,Ukraine,1,43,5,49,-,-
2011,Europe,United Kingdom,160000,35000,25000,220000,-,-
2011,Europe,Vatican,5,3210,20,3235,-,-
2011,Americas or Trust Territories,Americas or Trust Territories Total,3811111,244798,270150,4326059,-,-
2011,Americas or Trust Territories,American Samoa,500,1524,500,2524,-,-
2011,Americas or Trust Territories,Anguilla,0,21,5,26,-,-
2011,Americas or Trust Territories,Antigua and Barbuda,0,50,5,55,-,-
2011,Americas or Trust Territories,Argentina,83,163,10,256,-,-
2011,Americas or Trust Territories,Aruba,383,1616,815,2814,-,-
2011,Americas or Trust Territories,Bahamas,20,642,50,712,-,-
2011,Americas or Trust Territories,Barbados,4,58,20,82,-,-
2011,Americas or Trust Territories,Belize,17,80,5,102,-,-
2011,Americas or Trust Territories,Bermuda,1,376,100,477,-,-
2011,Americas or Trust Territories,Bolivia,5,12,10,27,-,-
2011,Americas or Trust Territories,Brazil,235,425,60,720,-,-
2011,Americas or Trust Territories,British Virgin Islands,1,294,5,300,-,-
2011,Americas or Trust Territories,Canada,735448,101908,5295,842651,-,-
2011,Americas or Trust Territories,Cayman Islands,0,2225,100,2325,-,-
2011,Americas or Trust Territories,Chile,11,159,10,180,-,-
2011,Americas or Trust Territories,Commonwealth of the Northern Mariana Islands,2500,5454,1500,9454,-,-
2011,Americas or Trust Territories,Colombia,25,56,10,91,-,-
2011,Americas or Trust Territories,Costa Rica,166,118,30,314,-,-
2011,Americas or Trust Territories,Cuba,125,110,50,285,-,-
2011,Americas or Trust Territories,Curacao,0,150,0,150,-,-
2011,Americas or Trust Territories,Diego Garcia,0,885,180,1065,-,-
2011,Americas or Trust Territories,Dominica,0,26,0,26,-,-
2011,Americas or Trust Territories,Dominican Republic,60,765,5,830,-,-
2011,Americas or Trust Territories,Ecuador,65,50,20,135,-,-
2011,Americas or Trust Territories,El Salvador,33,47,5,85,-,-
2011,Americas or Trust Territories,Falkland Islands,1,2,0,3,-,-
2011,Americas or Trust Territories,French Polynesia,3,1012,0,1015,-,-
2011,Americas or Trust Territories,Grenada,0,26,0,26,-,-
2011,Americas or Trust Territories,Guam,12680,5565,500,18745,-,-
2011,Americas or Trust Territories,Guatemala,148,181,5,334,-,-
2011,Americas or Trust Territories,Guyana,9,104,5,118,-,-
2011,Americas or Trust Territories,Haiti,251,254,50,555,-,-
2011,Americas or Trust Territories,Honduras,184,93,15,292,-,-
2011,Americas or Trust Territories,Jamaica,38,296,20,354,-,-
2011,Americas or Trust Territories,Mexico,201,510,60,771,-,-
2011,Americas or Trust Territories,Netherlands Antilles,0,46,5,51,-,-
2011,Americas or Trust Territories,Nicaragua,61,25,5,91,-,-
2011,Americas or Trust Territories,Panama,33,111,15,159,-,-
2011,Americas or Trust Territories,Paraguay,17,47,5,69,-,-
2011,Americas or Trust Territories,Peru,46,262,10,318,-,-
2011,Americas or Trust Territories,Puerto Rico,10,340,0,350,-,-
2011,Americas or Trust Territories,Saba and St. Eustatius,0,8,0,8,-,-
2011,Americas or Trust Territories,Saint Kitts and Nevis,0,22,0,22,-,-
2011,Americas or Trust Territories,Saint Lucia,0,39,0,39,-,-
2011,Americas or Trust Territories,Saint Martin (Island),0,201,0,201,-,-
2011,Americas or Trust Territories,Saint Vincent and The Grenadines,0,57,5,62,-,-
2011,Americas or Trust Territories,Suriname,63,137,5,205,-,-
2011,Americas or Trust Territories,Trinidad and Tobago,50,1069,150,1269,-,-
2011,Americas or Trust Territories,Turks and Caicos Island (West Indies),0,1900,0,1900,-,-
2011,Americas or Trust Territories,United States,3057532,112997,260335,3430864,-,-
2011,Americas or Trust Territories,Uruguay,5,25,10,40,-,-
2011,Americas or Trust Territories,Venezuela,97,130,10,237,-,-
2011,Americas or Trust Territories,Virgin Islands (US),0,2125,150,2275,-,-
2011,Oceania,Oceania Total,353495,89837,7710,451042,-,-
2011,Oceania,Australia,325089,55828,3720,384637,-,-
2011,Oceania,Cook Islands,82,171,5,258,-,-
2011,Oceania,Fiji,164,55,5,224,-,-
2011,Oceania,Kiribati,22,311,5,338,-,-
2011,Oceania,Marshall Islands (Majuro),14,1155,0,1169,-,-
2011,Oceania,Federated States of Micronesia,14,2044,150,2208,-,-
2011,Oceania,Nauru,0,243,5,248,-,-
2011,Oceania,New Caledonia,100,3541,0,3641,-,-
2011,Oceania,New Zealand,26950,7000,1225,35175,-,-
2011,Oceania,Niue,15,5,0,20,-,-
2011,Oceania,Palau (Belau),68,4345,205,4618,-,-
2011,Oceania,Papua New Guinea,780,14412,2350,17542,-,-
2011,Oceania,Samoa,82,22,5,109,-,-
2011,Oceania,Solomon,33,519,30,582,-,-
2011,Oceania,Tonga,82,22,5,109,-,-
2011,Oceania,Tuvalu,0,15,0,15,-,-
2011,Oceania,Vanuatu,0,149,0,149,-,-
2011,Seabased Workers,Seabased Workers,-,369104,-,369104,-,-
2012,World,World Total,4925797,4221041,1342790,10489628,-,-
2012,Africa,Africa Total,4641,47992,8240,60873,-,-
2012,Africa,Algeria,0,5647,0,5647,451,964
2012,Africa,Angola,225,3176,500,3901,58,985
2012,Africa,Benin,0,12,10,22,-,8
2012,Africa,Botswana,125,371,50,546,2,18
2012,Africa,Burkina Faso,0,40,15,55,-,5
2012,Africa,Burundi,0,13,5,18,0,3
2012,Africa,Cameroon,1,196,15,212,14,10
2012,Africa,Cape Verde,0,24,15,39,1,0
2012,Africa,Central African Republic,0,68,25,93,0,0
2012,Africa,Chad,0,209,75,284,903,54
2012,Africa,Congo ,0,2080,100,2180,1,557
2012,Africa,Congo Democratic Republic,0,180,0,180,-,0
2012,Africa,Cote D'Ivoire (Ivory Coast) ,5,108,140,253,-,3
2012,Africa,Djibouti,0,692,0,692,2,33
2012,Africa,Egypt,1198,3156,2760,7114,-,128
2012,Africa,Equatorial Guinea,75,4426,245,4746,278,1014
2012,Africa,Eritrea,2,233,5,240,0,115
2012,Africa,Ethiopia,2,567,10,579,0,164
2012,Africa,Gabon,0,284,15,299,55,16
2012,Africa,Gambia,0,50,10,60,-,0
2012,Africa,Ghana,30,1340,110,1480,12,203
2012,Africa,Guinea,3,223,10,236,1,35
2012,Africa,Guinea Bissau,0,8,5,13,-,0
2012,Africa,Kenya,708,287,0,995,3,33
2012,Africa,Lesotho,260,82,30,372,1,4
2012,Africa,Liberia,20,407,35,462,0,48
2012,Africa,Libya,77,2572,75,2724,-,-
2012,Africa,Madagascar,0,3320,0,3320,0,263
2012,Africa,Malawi,0,158,10,168,0,6
2012,Africa,Mali,0,154,0,154,1,6
2012,Africa,Mauritania,0,83,0,83,0,24
2012,Africa,Mauritius,0,226,10,236,1,19
2012,Africa,Morocco,6,940,1750,2696,0,151
2012,Africa,Mozambique,500,988,50,1538,0,192
2012,Africa,Namibia,125,262,80,467,578,6
2012,Africa,Nigeria ,283,6268,500,7051,440,208
2012,Africa,Rwanda,0,164,5,169,0,17
2012,Africa,Sao Tome and Principe,0,26,10,36,3,0
2012,Africa,Senegal,5,83,5,93,0,4
2012,Africa,Seychelles,0,1139,100,1239,3,63
2012,Africa,Sierra Leone,15,464,35,514,-,214
2012,Africa,Somalia,0,11,0,11,-,0
2012,Africa,South Africa,405,2025,600,3030,5,246
2012,Africa,Saint Helena (South Carolina),0,1,0,1,-,-
2012,Africa,Sudan,308,2563,575,3446,166,293
2012,Africa,Swaziland,135,333,25,493,10,25
2012,Africa,Tanzania,0,450,50,500,7,95
2012,Africa,Togo,5,60,5,70,0,0
2012,Africa,Tunisia,7,183,0,190,1,37
2012,Africa,Uganda,0,357,20,377,0,20
2012,Africa,Zambia,95,1189,100,1384,3,683
2012,Africa,Zimbabwe,21,94,50,165,0,0
2012,East and South Asia,East and South Asia Total,286627,798510,514215,1599352,114822,112641
2012,East and South Asia,Afghanistan,1,991,675,1667,10,1
2012,East and South Asia,Bangladesh,100,779,2200,3079,31,133
2012,East and South Asia,Bhutan,0,7,5,12,0,1
2012,East and South Asia,Brunei Darussalam,17658,11399,1650,30707,2846,3481
2012,East and South Asia,Cambodia,43,2267,1345,3655,9,89
2012,East and South Asia,China,1848,24725,2560,29133,92,1437
2012,East and South Asia,Hong Kong,13251,176877,5000,195128,14033,34310
2012,East and South Asia,India,360,1450,75,1885,34,174
2012,East and South Asia,Indonesia,514,11869,220,12603,87,506
2012,East and South Asia,Japan,158978,77248,6910,243136,58755,5225
2012,East and South Asia,Kazakhstan,1,1647,0,1648,105,239
2012,East and South Asia,North Korea,0,8,0,8,-,-
2012,East and South Asia,South Korea,13942,41354,13615,68911,-,-
2012,East and South Asia,Kyrgyzstan,0,13,5,18,0,0
2012,East and South Asia,Laos,2,1068,0,1070,5,187
2012,East and South Asia,Macau,1930,13553,1935,17418,0,1124
2012,East and South Asia,Malaysia,26006,212951,447590,686547,1399,12693
2012,East and South Asia,Maldives,25,3438,405,3868,17,171
2012,East and South Asia,Mongolia,0,660,300,960,0,222
2012,East and South Asia,Myanmar,76,397,0,473,1,38
2012,East and South Asia,Nepal,55,55,0,110,0,1
2012,East and South Asia,Pakistan,154,965,250,1369,4,156
2012,East and South Asia,Singapore,44102,118946,21450,184498,1947,20838
2012,East and South Asia,Sri Lanka,1,854,50,905,15,187
2012,East and South Asia,Taiwan,4521,78207,2225,84953,35352,30143
2012,East and South Asia,Tajikistan,0,9,10,19,4,3
2012,East and South Asia,Thailand,3059,9644,3600,16303,42,460
2012,East and South Asia,Timor-Leste,0,875,780,1655,-,-
2012,East and South Asia,Turkmenistan,0,1257,50,1307,0,348
2012,East and South Asia,Uzbekistan,0,47,10,57,6,0
2012,East and South Asia,Vietnam,0,4950,1300,6250,28,474
2012,West Asia,West Asia Total,7478,2449583,378475,2835536,-,-
2012,West Asia,Bahrain,91,63715,2685,66491,1890,10528
2012,West Asia,Iran,1016,1242,30,2288,108,660
2012,West Asia,Iraq,45,2040,190,2275,1341,11
2012,West Asia,Israel ,2000,25857,4500,32357,1786,895
2012,West Asia,Jordan,110,18344,12770,31224,235,795
2012,West Asia,Kuwait,502,207136,6000,213638,16150,43188
2012,West Asia,Lebanon,1198,24593,4500,30291,1698,2
2012,West Asia,Oman,140,48835,2090,51065,81,5598
2012,West Asia,Qatar,16,172000,28000,200016,6653,47078
2012,West Asia,Saudi Arabia,354,1159634,107670,1267658,51334,115289
2012,West Asia,Syria,265,1455,2760,4480,14,0
2012,West Asia,United Arab Emirates,1711,722621,207230,931562,17812,82085
2012,West Asia,Yemen,30,2111,50,2191,45,2
2012,Europe,Europe Total,392195,219816,156315,768326,-,-
2012,Europe,Albania,0,50,5,55,0,5
2012,Europe,Andorra,475,676,115,1266,0,0
2012,Europe,Armenia,0,1,0,1,-,1
2012,Europe,Austria,12930,2496,2000,17426,12,4
2012,Europe,Azerbaijan,308,30,500,838,7,37
2012,Europe,Balearic Islands,985,748,235,1968,-,-
2012,Europe,Belorussia (Belarus),0,28,0,28,0,3
2012,Europe,Belgium,6840,384,5000,12224,26,36
2012,Europe,Bosnia and Herzegovina,4,5,0,9,0,0
2012,Europe,Bulgaria,26,45,10,81,8,1
2012,Europe,Croatia,16,82,0,98,0,2
2012,Europe,Cyprus,2707,18816,2100,23623,634,2014
2012,Europe,Czech Republic,75,522,10,607,4,44
2012,Europe,Denmark,7130,3979,0,11109,4,156
2012,Europe,Estonia,24,5,0,29,-,0
2012,Europe,Finland,1870,544,0,2414,5,67
2012,Europe,France,8687,1008,42090,51785,5,7
2012,Europe,Georgia,5,196,70,271,5,7
2012,Europe,Germany,46790,8116,2080,56986,10,31
2012,Europe,Gibraltar,0,33,5,38,0,8
2012,Europe,Greece,121,26167,26000,52288,13,52
2012,Europe,Greenland,5,31,0,36,-,8
2012,Europe,Hungary,82,98,0,180,0,3
2012,Europe,Iceland,990,688,10,1688,1,1
2012,Europe,Ireland,5301,5813,3000,14114,786,16
2012,Europe,Isle of Man,0,45,0,45,1,0
2012,Europe,Italy,53819,83509,34820,172148,121,1522
2012,Europe,Latvia,8,11,0,19,-,11
2012,Europe,Liechtenstein,12,41,30,83,-,0
2012,Europe,Lithuania,2,9,0,11,-,9
2012,Europe,Luxembourg,501,174,500,1175,0,1
2012,Europe,Macedonia,0,61,0,61,0,0
2012,Europe,Malta,13,783,20,816,1,187
2012,Europe,Moldova,0,9,0,9,1,3
2012,Europe,Monaco,290,47,0,337,0,0
2012,Europe,Montenegro,2,3,0,5,-,0
2012,Europe,Netherlands,16076,3000,1500,20576,17,87
2012,Europe,Norway,18379,4997,0,23376,20,247
2012,Europe,Poland,69,438,5,512,2,9
2012,Europe,Portugal,643,1593,390,2626,17,7
2012,Europe,Romania,25,803,10,838,0,87
2012,Europe,Russian Federation,10,2386,500,2896,5,187
2012,Europe,San Marino,0,28,5,33,-,0
2012,Europe,Serbia,15,37,0,52,-,0
2012,Europe,Slovak Republic,28,18,0,46,1,1
2012,Europe,Slovenia,53,41,0,94,-,0
2012,Europe,Spain ,21380,8969,2925,33274,386,200
2012,Europe,Sweden,10556,13,2030,12599,9,22
2012,Europe,Switzerland,13177,4810,2085,20072,18,61
2012,Europe,Turkey,879,944,3260,5083,2,47
2012,Europe,Ukraine,1,70,5,76,-,27
2012,Europe,United Kingdom,160881,32896,25000,218777,2494,390
2012,Europe,Vatican,5,3520,0,3525,-,0
2012,Americas or Trust Territories,Americas or Trust Territories Total,3875930,240827,279595,4396352,-,-
2012,Americas or Trust Territories,American Samoa,500,1524,500,2524,-,-
2012,Americas or Trust Territories,Anguilla,0,24,5,29,-,3
2012,Americas or Trust Territories,Antigua and Barbuda,0,53,5,58,0,3
2012,Americas or Trust Territories,Argentina,83,102,0,185,0,7
2012,Americas or Trust Territories,Aruba,591,1527,400,2518,101,12
2012,Americas or Trust Territories,Bahamas,20,680,0,700,42,80
2012,Americas or Trust Territories,Barbados,4,58,20,82,0,0
2012,Americas or Trust Territories,Belize,17,84,0,101,9,13
2012,Americas or Trust Territories,Bermuda,1,799,100,900,41,97
2012,Americas or Trust Territories,Bolivia,6,12,0,18,-,0
2012,Americas or Trust Territories,Brazil,260,350,60,670,0,56
2012,Americas or Trust Territories,British Virgin Islands,1,294,5,300,-,-
2012,Americas or Trust Territories,Canada,759802,87304,5295,852401,1945,6132
2012,Americas or Trust Territories,Cayman Islands,0,2400,100,2500,93,214
2012,Americas or Trust Territories,Chile,11,175,10,196,0,16
2012,Americas or Trust Territories,Commonwealth of the Northern Mariana Islands,2500,5454,1050,9004,-,-
2012,Americas or Trust Territories,Colombia,25,58,5,88,0,2
2012,Americas or Trust Territories,Costa Rica,166,120,30,316,0,2
2012,Americas or Trust Territories,Cuba,65,125,25,215,230,346
2012,Americas or Trust Territories,Curacao,0,150,0,150,-,-
2012,Americas or Trust Territories,Diego Garcia,0,696,90,786,322,133
2012,Americas or Trust Territories,Dominica,0,26,0,26,0,0
2012,Americas or Trust Territories,Dominican Republic,60,385,0,445,0,5
2012,Americas or Trust Territories,Ecuador,65,50,5,120,0,0
2012,Americas or Trust Territories,El Salvador,33,29,0,62,0,1
2012,Americas or Trust Territories,Falkland Islands,1,3,0,4,-,1
2012,Americas or Trust Territories,French Polynesia,3,1012,0,1015,-,0
2012,Americas or Trust Territories,Grenada,0,26,0,26,2,2
2012,Americas or Trust Territories,Guam,13591,3390,500,17481,178,453
2012,Americas or Trust Territories,Guatemala,148,181,5,334,0,0
2012,Americas or Trust Territories,Guyana,9,117,5,131,13,26
2012,Americas or Trust Territories,Haiti,251,254,0,505,14,14
2012,Americas or Trust Territories,Honduras,184,93,15,292,0,0
2012,Americas or Trust Territories,Jamaica,38,308,5,351,6,18
2012,Americas or Trust Territories,Mexico,204,517,20,741,3,10
2012,Americas or Trust Territories,Nicaragua,61,25,0,86,0,0
2012,Americas or Trust Territories,Panama,33,78,15,126,0,10
2012,Americas or Trust Territories,Paraguay,20,47,0,67,-,0
2012,Americas or Trust Territories,Peru,46,177,5,228,0,1
2012,Americas or Trust Territories,Puerto Rico,10,340,0,350,-,0
2012,Americas or Trust Territories,Saba and St. Eustatius,0,8,0,8,-,-
2012,Americas or Trust Territories,Saint Kitts and Nevis,0,122,0,122,0,8
2012,Americas or Trust Territories,Saint Lucia,0,47,0,47,-,8
2012,Americas or Trust Territories,Saint Martin (Island),0,201,0,201,-,-
2012,Americas or Trust Territories,Saint Vincent and The Grenadines,0,74,5,79,0,17
2012,Americas or Trust Territories,Suriname,63,122,5,190,0,52
2012,Americas or Trust Territories,Trinidad and Tobago,300,189,150,639,0,18
2012,Americas or Trust Territories,Turks and Caicos Island (West Indies),0,2095,0,2095,1,-
2012,Americas or Trust Territories,United States,3096656,126625,271000,3494281,1310,701
2012,Americas or Trust Territories,Uruguay,5,13,0,18,0,0
2012,Americas or Trust Territories,Venezuela,97,156,10,263,0,26
2012,Americas or Trust Territories,Virgin Islands (US),0,2128,150,2278,2,5
2012,Oceania,Oceania Total,358926,97448,5950,462324,-,-
2012,Oceania,Australia,329348,58637,3720,391705,32,2841
2012,Oceania,Cook Islands,82,194,5,281,5,28
2012,Oceania,Fiji,164,78,5,247,8,31
2012,Oceania,Kiribati,22,165,5,192,-,-
2012,Oceania,Marshall Islands (Majuro),14,759,0,773,33,-
2012,Oceania,Federated States of Micronesia,14,2013,0,2027,31,-
2012,Oceania,Nauru,0,145,5,150,3,2
2012,Oceania,New Caledonia,101,2728,0,2829,0,594
2012,Oceania,New Zealand,28120,7771,1225,37116,24,795
2012,Oceania,Niue,15,5,0,20,-,-
2012,Oceania,Palau (Belau),68,4179,10,4257,166,-
2012,Oceania,Papua New Guinea,781,20157,950,21888,479,6224
2012,Oceania,Samoa,82,22,5,109,-,-
2012,Oceania,Solomon,33,390,15,438,8,69
2012,Oceania,Tonga,82,30,5,117,3,11
2012,Oceania,Tuvalu,0,15,0,15,-,0
2012,Oceania,Vanuatu,0,160,0,160,2,13
2012,Seabased Workers,Seabased Workers,0,366865,0,366865,-,-
